# Generation MaxFitness AvgFitness
696 0 25.3105
697 0 24.4813
698 0 24.1911
699 0 25.1948
700 0 24.7244
701 0 27.2092
702 0 28.3216
703 0 23.4814
704 0 23.0872
705 0 26.7784
706 0 23.9595
707 0 23.7985
708 0 24.9052
709 0 26.1071
710 0 25.2055
711 0 24.2194
712 0 24.3462
713 0 27.5782
714 0 29.1086
715 0 28.2494
716 0 26.5324
717 0 28.3077
718 0 28.1611
719 0 25.7005
720 0 25.4258
721 0 26.6391
722 0 25.9674
723 0 22.6088
724 0 23.2712
725 0 20.5686
726 0 21.5418
727 0 21.9746
728 0 25.2235
729 0 24.271
730 0 23.2763
731 0 25.6655
732 0 26.9082
733 0 26.3345
734 0 26.5424
735 0 29.6788
736 0 28.5559
737 0 26.7536
738 0 25.5324
739 0 23.9498
740 0 25.5808
741 0 26.2187
742 0 27.529
743 0 26.3599
744 0 25.4107
745 0 24.9241
746 0 22.0854
747 0 20.0427
748 0 16.2436
749 0 16.6061
750 0 17.6211
751 0 18.0668
752 0 17.2467
753 0 16.8785
754 0 16.4293
755 0 17.0303
756 0 16.166
757 0 15.8611
758 0 18.1462
759 0 15.7412
760 0 14.8799
761 0 33.6922
762 0 35.4998
763 0 34.5474
764 0 35.7023
765 0 33.5782
766 0 29.6737
767 0 28.9154
768 0 30.8518
769 0 28.4042
770 0 29.6252
771 0 43.2669
772 0 35.6973
773 0 34.3151
774 0 31.4413
775 0 30.783
776 0 31.1261
777 0 34.0418
778 0 30.9808
779 0 30.9826
780 0 30.5786
781 0 48.9846
782 0 44.7675
783 0 47.102
784 0 41.4178
785 0 39.737
786 0 38.9237
787 0 36.6407
788 0 31.4526
789 0 23.9356
790 0 26.2152
791 0 23.9039
792 0 23.7812
793 0 25.4079
794 0 25.2135
795 0 23.1898
796 0 22.3832
797 0 21.5178
798 0 22.7273
799 0 21.1382
800 0 20.1746
801 0 21.1031
802 0 21.8443
803 0 22.0627
804 0 18.9894
805 0 21.5011
806 0 20.8738
807 0 21.6259
808 0 19.9704
809 0 20.9571
810 0 20.7122
811 0 19.2082
812 0 19.252
813 0 22.5707
814 0 20.8952
815 0 20.1108
816 0 24.8224
817 0 24.1154
818 0 22.0778
819 0 22.2994
820 0 22.7616
821 0 21.96
822 0 37.9881
823 0 36.6923
824 0 36.613
825 0 32.2975
826 0 29.5828
827 0 28.724
828 0 25.6316
829 0 25.4941
830 0 25.2129
831 0 23.0721
832 0 24.3447
833 0 22.2732
834 0 18.2911
835 0 18.1262
836 0 22.1726
837 0 21.8319
838 0 24.2134
839 0 24.4464
840 0 22.9644
841 0 23.8383
842 0 24.0422
843 0 21.838
844 0 23.0811
845 0 19.5128
846 0 20.3498
847 0 23.6495
848 0 24.6742
849 0 25.4773
850 0 23.109
851 0 22.6955
852 0 21.9066
853 0 18.3926
854 0 16.5075
855 0 14.8045
856 0 17.5331
857 0 20.2341
858 0 19.9835
859 0 21.4198
860 0 17.2727
861 0 18.6551
862 0 15.7441
863 0 16.0938
864 0 13.3418
865 0 11.7947
866 0 13.4021
867 0 13.5088
868 0 17.8506
869 0 16.4096
870 0 15.4672
871 0 14.9577
872 0 15.0185
873 0 18.1661
874 0 24.8723
875 0 26.8623
876 0 31.3575
877 0 30.6187
878 0 31.6995
879 0 30.8839
880 0 30.3749
881 0 28.8806
882 0 28.2039
883 0 27.0624
884 0 23.2694
885 0 24.6483
886 0 21.352
887 0 24.9432
888 0 24.4575
889 0 26.3565
890 0 29.7657
891 0 24.968
892 0 22.2902
893 0 18.2914
894 0 17.037
895 0 16.8959
896 0 17.1357
897 0 21.8601
898 0 24.4443
899 0 29.4038
900 0 24.0441
901 0 24.6741
902 0 23.3419
903 0 25.9744
904 0 29.7612
905 0 25.9942
906 0 25.8947
907 0 26.8453
908 0 26.0584
909 0 26.1854
910 0 24.3862
911 0 26.8643
912 0 23.3481
913 0 24.0926
914 0 24.2741
915 0 24.0723
916 0 26.535
917 0 25.9329
918 0 24.1965
919 0 21.0329
920 0 25.016
921 0 24.8789
922 0 24.9017
923 0 24.2322
924 0 22.0444
925 0 23.7784
926 0 22.6661
927 0 24.5253
928 0 24.5007
929 0 24.7456
930 0 24.7345
931 0 22.4784
932 0 24.8943
933 0 23.4349
934 0 21.8345
935 0 19.9484
936 0 21.8051
937 0 18.8719
938 0 22.7654
939 0 22.9259
940 0 23.5017
941 0 22.1849
942 0 23.2913
943 0 17.7333
944 0 17.113
945 0 17.5716
946 0 16.1917
947 0 17.2254
948 0 15.7341
949 0 13.3313
950 0 15.2607
951 0 18.9844
952 0 18.3465
953 0 17.9747
954 0 16.1889
955 0 15.1196
956 0 14.0285
957 0 12.9219
958 0 13.3027
959 0 14.9195
960 0 15.3226
961 0 16.992
962 0 15.9213
963 0 15.937
964 0 14.4339
965 0 13.9471
966 0 16.2547
967 0 19.7134
968 0 17.2053
969 0 32.3455
970 0 34.6508
971 0 35.3035
972 0 33.0736
973 0 36.0588
974 0 33.7045
975 0 36.7477
976 0 32.533
977 0 35.9006
978 0 36.6449
979 0 33.4628
980 0 31.9799
981 0 28.8568
982 0 29.2531
983 0 29.8116
984 0 29.5071
985 0 26.1589
986 0 27.2106
987 0 27.7211
988 0 29.8089
989 0 31.3741
990 0 30.0652
991 0 27.4044
992 0 27.0561
993 0 31.3159
994 0 29.3839
995 0 31.98
996 0 29.4759
997 0 28.8911
998 0 26.0995
999 0 26.6558
1000 0 27.1926
1001 0 25.6648
1002 0 24.7945
1003 0 26.8716
1004 0 25.8482
1005 0 26.3962
1006 0 25.2889
1007 0 21.337
1008 0 19.1169
1009 0 19.6934
1010 0 19.9034
1011 0 19.1611
1012 0 21.6916
1013 0 23.5658
1014 0 22.3765
1015 0 22.806
1016 0 19.1797
1017 0 17.375
1018 0 20.733
1019 0 20.1231
1020 0 22.4682
1021 0 21.9915
1022 0 21.5845
1023 0 21.1783
1024 0 23.4189
1025 0 20.895
1026 0 19.6688
1027 0 18.302
1028 0 19.4385
1029 0 19.4007
1030 0 20.9862
1031 0 16.4531
1032 0 15.5683
1033 0 18.0648
1034 0 20.2299
1035 0 21.3842
1036 0 19.4152
1037 0 19.1394
1038 0 19.8821
1039 0 19.2821
1040 0 19.1933
1041 0 19.4381
1042 0 21.6625
1043 0 23.3434
1044 0 22.1575
1045 0 23.6654
1046 0 25.0207
1047 0 29.4053
1048 0 30.7769
1049 0 30.7842
1050 0 31.3164
1051 0 30.5367
1052 0 29.4406
1053 0 29.2818
1054 0 30.1062
1055 0 30.1192
1056 0 28.8491
1057 0 24.6289
1058 0 25.9949
1059 0 26.8743
1060 0 24.1026
1061 0 24.8117
1062 0 25.8341
1063 0 28.3778
1064 0 25.3207
1065 0 23.01
1066 0 23.956
1067 0 27.0828
1068 0 29.5526
1069 0 30.2926
1070 0 29.6997
1071 0 29.362
1072 0 28.1505
1073 0 27.8463
1074 0 27.0036
1075 0 26.4528
1076 0 28.1575
1077 0 28.6838
1078 0 28.5776
1079 0 25.7817
1080 0 22.9079
1081 0 21.5174
1082 0 20.634
1083 0 16.897
1084 0 18.3032
1085 0 37.1415
1086 0 35.6059
1087 0 34.1315
1088 0 35.0027
1089 0 33.7924
1090 0 32.7558
1091 0 29.8944
1092 0 24.9962
1093 0 25.203
1094 0 24.1274
1095 0 24.1011
1096 0 19.2486
1097 0 23.0496
1098 0 24.1755
1099 0 24.5429
1100 0 26.3579
1101 0 28.8431
1102 0 42.5745
1103 0 44.0016
1104 0 44.1146
1105 0 40.5696
1106 0 42.8421
1107 0 46.2784
1108 0 40.9439
1109 0 39.0707
1110 0 38.9135
1111 0 35.8035
1112 0 38.1516
1113 0 35.2719
1114 0 35.2923
1115 0 33.2552
1116 0 33.3848
1117 0 34.9241
1118 0 32.4787
1119 0 28.513
1120 0 26.8834
1121 0 25.5529
1122 0 24.9329
1123 0 20.8772
1124 0 19.876
1125 0 17.8713
1126 0 18.7992
1127 0 22.8959
1128 0 22.9177
1129 0 23.9272
1130 0 28.1321
1131 0 28.309
1132 0 30.1795
1133 0 30.7995
1134 0 34.4281
1135 0 33.5333
1136 0 28.7324
1137 0 28.0124
1138 0 28.6703
1139 0 25.4802
1140 0 26.1451
1141 0 26.564
1142 0 22.4876
1143 0 25.3769
1144 0 27.8171
1145 0 25.8244
1146 0 25.3197
1147 0 25.3505
1148 0 26.6688
1149 0 25.5622
1150 0 25.1869
1151 0 25.3146
1152 0 24.2429
1153 0 22.2328
1154 0 20.6676
1155 0 21.0883
1156 0 20.0241
1157 0 20.0562
1158 0 22.2455
1159 0 19.6629
1160 0 19.0515
1161 0 18.4894
1162 0 19.6053
1163 0 16.4363
1164 0 19.8249
1165 0 22.9403
1166 0 25.1042
1167 0 26.0643
1168 0 22.8351
1169 0 21.0783
1170 0 23.1052
1171 0 22.0438
1172 0 23.0853
1173 0 24.2302
1174 0 24.0169
1175 0 21.7744
1176 0 23.8841
1177 0 22.6136
1178 0 21.9623
1179 0 20.5646
1180 0 20.6314
1181 0 45.0551
1182 0 40.6162
1183 0 42.6983
1184 0 40.086
1185 0 40.1035
1186 0 36.5935
1187 0 38.5586
1188 0 34.2261
1189 0 29.7341
1190 0 27.1601
1191 0 27.5714
1192 0 29.7219
1193 0 24.6459
1194 0 24.804
1195 0 22.3035
1196 0 23.0434
1197 0 22.1134
1198 0 20.5655
1199 0 21.5805
1200 0 20.6682
1201 0 21.2578
1202 0 22.7423
1203 0 24.6627
1204 0 22.1337
1205 0 22.3659
1206 0 23.298
1207 0 20.5237
1208 0 21.1691
1209 0 15.1087
1210 0 13.6752
1211 0 13.317
1212 0 11.9027
1213 0 12.9539
1214 0 16.4733
1215 0 15.7609
1216 0 17.9623
1217 0 20.5442
1218 0 19.5216
1219 0 17.1391
1220 0 17.418
1221 0 19.7164
1222 0 17.364
1223 0 18.5538
1224 0 17.3538
1225 0 18.7759
1226 0 22.0053
1227 0 23.9199
1228 0 21.372
1229 0 22.5185
1230 0 19.6187
1231 0 22.7288
1232 0 25.2095
1233 0 24.5983
1234 0 26.0493
1235 0 27.3441
1236 0 24.4625
1237 0 26.0957
1238 0 24.9413
1239 0 26.7607
1240 0 26.0594
1241 0 23.3104
1242 0 23.7302
1243 0 18.6754
1244 0 39.6454
1245 0 32.7393
1246 0 28.2005
1247 0 27.5608
1248 0 27.3459
1249 0 23.6861
1250 0 25.6106
1251 0 24.9906
1252 0 23.7826
1253 0 22.8182
1254 0 21.5681
1255 0 23.6767
1256 0 22.3325
1257 0 20.6133
1258 0 21.1212
1259 0 19.9515
1260 0 21.1318
1261 0 18.5581
1262 0 20.5726
1263 0 22.0228
1264 0 23.688
1265 0 22.7862
1266 0 24.1011
1267 0 22.8697
1268 0 24.5223
1269 0 20.6072
1270 0 20.6054
1271 0 19.7866
1272 0 18.2734
1273 0 18.9354
1274 0 17.2609
1275 0 19.1769
1276 0 19.8443
1277 0 19.2098
1278 0 19.4142
1279 0 17.2558
1280 0 17.4233
1281 0 14.3839
1282 0 16.2474
1283 0 15.5172
1284 0 14.739
1285 0 19.9206
1286 0 17.8915
1287 0 18.0208
1288 0 16.4382
1289 0 17.8538
1290 0 17.3055
1291 0 15.8988
1292 0 14.9288
1293 0 14.7735
1294 0 16.277
1295 0 16.6493
1296 0 19.7604
1297 0 20.3653
1298 0 18.9688
1299 0 19.1013
1300 0 19.331
1301 0 17.3403
1302 0 18.5065
1303 0 20.571
1304 0 38.6052
1305 0 39.5331
1306 0 34.1294
1307 0 35.6032
1308 0 35.9812
1309 0 33.9413
1310 0 34.8678
1311 0 31.6955
1312 0 30.2268
1313 0 28.4561
1314 0 28.147
1315 0 26.8693
1316 0 27.697
1317 0 23.2734
1318 0 23.5236
1319 0 22.858
1320 0 24.1293
1321 0 25.1424
1322 0 22.9041
1323 0 22.0218
1324 0 20.5068
1325 0 21.8337
1326 0 21.091
1327 0 21.5568
1328 0 22.5895
1329 0 16.7348
1330 0 17.4222
1331 0 18.8586
1332 0 23.3007
1333 0 22.5066
1334 0 19.8808
1335 0 23.9259
1336 0 23.0995
1337 0 22.9679
1338 0 22.9691
1339 0 24.6049
1340 0 26.7276
1341 0 24.5951
1342 0 26.1553
1343 0 22.5166
1344 0 24.2667
1345 0 26.2797
1346 0 25.3441
1347 0 26.7572
1348 0 25.2449
1349 0 22.5976
1350 0 21.2841
1351 0 22.0617
1352 0 22.8633
1353 0 21.6187
1354 0 25.3992
1355 0 27.7228
1356 0 29.8507
1357 0 28.1764
1358 0 29.4681
1359 0 28.1711
1360 0 24.9149
1361 0 24.8705
1362 0 24.0694
1363 0 25.8608
1364 0 24.7468
1365 0 25.5711
1366 0 24.4409
1367 0 21.8909
1368 0 22.203
1369 0 23.1483
1370 0 22.5771
1371 0 22.2116
1372 0 22.6975
1373 0 20.6866
1374 0 24.9569
1375 0 22.7856
1376 0 22.9022
1377 0 23.2042
1378 0 28.1056
1379 0 26.661
1380 0 25.0311
1381 0 20.1369
1382 0 18.2686
1383 0 19.5755
1384 0 20.8542
1385 0 22.5655
1386 0 23.4607
1387 0 24.8404
1388 0 25.0837
1389 0 25.6754
1390 0 24.7632
1391 0 20.3508
1392 0 22.6061
1393 0 19.9825
1394 0 19.8197
1395 0 19.5284
1396 0 19.5196
1397 0 19.4274
1398 0 25.4899
1399 0 24.2759
1400 0 25.9177
1401 0 25.0498
1402 0 23.5043
1403 0 22.7663
1404 0 23.0986
1405 0 20.6504
1406 0 22.4995
1407 0 42.6139
1408 0 37.2921
1409 0 36.4645
1410 0 29.4893
1411 0 27.5914
1412 0 27.4815
1413 0 27.9881
1414 0 27.7503
1415 0 27.5372
1416 0 27.257
1417 0 27.5557
1418 0 30.1338
1419 0 27.3356
1420 0 26.5878
1421 0 26.1794
1422 0 23.109
1423 0 22.864
1424 0 20.5806
1425 0 22.6535
1426 0 24.0381
1427 0 24.5737
1428 0 24.7632
1429 0 24.527
1430 0 24.7526
1431 0 19.7575
1432 0 19.1281
1433 0 19.2303
1434 0 17.7208
1435 0 16.042
1436 0 18.2323
1437 0 18.6386
1438 0 15.8201
1439 0 13.2567
1440 0 15.8064
1441 0 17.2552
1442 0 15.3057
1443 0 16.5033
1444 0 15.911
1445 0 18.2517
1446 0 17.5991
1447 0 16.2982
1448 0 14.9818
1449 0 17.7733
1450 0 19.7621
1451 0 24.2232
1452 0 21.9395
1453 0 20.9431
1454 0 20.658
1455 0 20.8777
1456 0 19.4932
1457 0 18.4765
1458 0 19.3116
1459 0 19.3404
1460 0 18.7996
1461 0 19.4318
1462 0 18.112
1463 0 17.1786
1464 0 14.212
1465 0 13.7688
1466 0 14.0892
1467 0 14.8672
1468 0 12.8922
1469 0 14.131
1470 0 14.2526
1471 0 13.4031
1472 0 15.4947
1473 0 15.3514
1474 0 15.9376
1475 0 13.5169
1476 0 16.5824
1477 0 16.4957
1478 0 16.21
1479 0 15.3262
1480 0 18.9117
1481 0 17.8873
1482 0 20.7864
1483 0 22.3111
1484 0 20.4601
1485 0 19.6006
1486 0 20.269
1487 0 18.9695
1488 0 14.4139
1489 0 13.6608
1490 0 15.7347
1491 0 16.4463
1492 0 14.517
1493 0 15.4366
1494 0 15.6051
1495 0 16.9027
1496 0 16.5737
1497 0 19.5176
1498 0 21.6951
1499 0 22.0152
1500 0 19.6654
1501 0 20.1309
1502 0 19.46
1503 0 18.9111
1504 0 18.2725
1505 0 15.7687
1506 0 17.341
1507 0 18.0909
1508 0 18.4294
1509 0 16.909
1510 0 19.6463
